listing_id,description,room_type,host_name,last_review,price,nbhood_full,last_review_year
24210296,Private bedroom in Downtown Manhattan,Private Room,Maya,31/05/2019,150,"Manhattan, SoHo",2019
24210400,Large Gorgeous BR in Artist Loft - BEST Location!!,Private Room,Miley,23/06/2019,120,"Manhattan, Hell's Kitchen",2019
24217712,Diamond in the Art of Bushwick 1 block to M Subway,Private Room,Megwyn,27/06/2019,47,"Brooklyn, Bushwick",2019
24222051,AMAZING CITY VIEWS! New Jersey 15 min Times Square,Entire Home/Apt,Emily,23/06/2019,288,"Manhattan, Hell's Kitchen",2019
24223406,**Enormous Budget Private Room,Private Room,Elsie,04/06/2019,65,"Brooklyn, Bushwick",2019
24223602,Prospect Heights Paradise,Entire Home/Apt,Patti,28/06/2019,300,"Brooklyn, Prospect Heights",2019
24226175,Bright apt w Balcony in the heart of williamsburg,Entire Home/Apt,Ayelet,01/01/2019,160,"Brooklyn, Williamsburg",2019
24226528,Private Bedroom w/ Private Entrance-Williamsburg!,Private Room,Jenn,13/05/2019,73,"Brooklyn, Williamsburg",2019
24226842,Luxury High Floor Studio with stunning view,Entire Home/Apt,Mat,01/06/2019,195,"Manhattan, Upper West Side",2019
24226955,Spectacular 1-Bedroom modern apartment in Flatiron,Entire Home/Apt,Santiago,02/01/2019,200,"Manhattan, Midtown",2019
24230067,"Beautiful 1 bed, UES - steps from Central Park!",Entire Home/Apt,Jocelyn,05/03/2019,190,"Manhattan, Upper East Side",2019
24230182,Brand-new Room - 20 mins to Manhattan,Private Room,Charles,29/05/2019,75,"Brooklyn, Williamsburg",2019
24232076,Amazing cozy studio Lower East Side/Soho/Nolita!,Entire Home/Apt,Rose,30/06/2019,275,"Manhattan, Lower East Side",2019
24232645,"LUXURY APARTMENT, 5 MIN SUB INTO MANHATTAN",Entire Home/Apt,Analia,12/06/2019,180,"Brooklyn, Greenpoint",2019
24242153,Private apartment in ‚ô° of Williamsburg,Entire Home/Apt,Anna,30/06/2019,173,"Brooklyn, Williamsburg",2019
24244796,ARTIST LOFT ON HISTORIC TRENDY BLOCK IN SOHO,Entire Home/Apt,Frances,04/07/2019,199,"Manhattan, Nolita",2019
24245265,Cozy Room For Two/ Steps to Train/Coffee included!,Private Room,Darryl,03/05/2019,54,"Manhattan, Harlem",2019
24246039,Central Park West Duplex,Entire Home/Apt,Burt,22/04/2019,153,"Manhattan, Upper West Side",2019
24247367,Midway Home,Private Room,Howard,06/06/2019,50,"Queens, Ridgewood",2019
24250052,Private Room on NYC's Upper West Side,Private Room,Erik Joshua,30/05/2019,95,"Manhattan, Upper West Side",2019
24251237,West Village Private Flat AMAZING Location,Entire Home/Apt,Victoria,09/06/2019,159,"Manhattan, Greenwich Village",2019
24251311,Beautiful 1 BR Apt in the Heart of West Village!,Entire Home/Apt,Zack,20/05/2019,300,"Manhattan, West Village",2019
24258555,URBAN SPACE the Brooklyn Way!,Entire Home/Apt,Giulia,10/05/2019,103,"Brooklyn, Bedford-Stuyvesant",2019
24258565,Stylish Nolita 1 Bedroom,Entire Home/Apt,Delia,09/06/2019,200,"Manhattan, Nolita",2019
24260247,Ditmas Park Victorian Home,Entire Home/Apt,Jerry,21/04/2019,350,"Brooklyn, Flatbush",2019
24260464,Garden room in a private house,Private Room,Darya,01/06/2019,45,"Brooklyn, East Flatbush",2019
24261171,Luxury Two-Story Loft in Clinton Hill/Bed-Stuy!,Entire Home/Apt,Ibada,10/06/2019,168,"Brooklyn, Bedford-Stuyvesant",2019
24264371,Comfy Private Room,Private Room,Annero,02/07/2019,40,"Brooklyn, East Flatbush",2019
24265177,Bright Renewed Apartment 1 minute from A express train,Private Room,Carol&Emerson,06/07/2019,55,"Manhattan, Washington Heights",2019
24265209,Cozy Apartment,Entire Home/Apt,Doudou,09/03/2019,150,"Manhattan, Upper East Side",2019
24265333,Prime Williamsburg location- Private bedrm & bath,Private Room,Lauren,17/06/2019,79,"Brooklyn, Williamsburg",2019
24265776,Cozy Brooklyn Apartment room near  Manhattan,Private Room,Bart,30/06/2019,65,"Brooklyn, Flatbush",2019
24266025,Private Room in The Heart of Manhattan,Private Room,Ilya,12/05/2019,70,"Manhattan, Chelsea",2019
24266063,Beautiful Contemporary Duplex w. Patio & Roofdeck,Entire Home/Apt,Ian,27/05/2019,199,"Brooklyn, Williamsburg",2019
24266273,Cozy Private Room in Downtown FlushingÊ≥ïÊãâÁõõ‰∏≠ÂøÉÁßÅ‰∫∫ÊàøÈó¥,Private Room,Michelle & Evelyn,07/07/2019,45,"Queens, Flushing",2019
24267208,Pulp Fiction private  room,Private Room,Albert,05/07/2019,70,"Brooklyn, Bedford-Stuyvesant",2019
24267506,The Godfather private  room,Private Room,Albert,02/07/2019,59,"Brooklyn, Bedford-Stuyvesant",2019
24267706,entire sunshine of the spotless mind room,Private Room,Albert,05/07/2019,49,"Brooklyn, Bedford-Stuyvesant",2019
24269100,Sunny Bedroom with Private Bathroom/Ê≥ïÊãâÁõõ‰∏≠ÂøÉÁßÅ‰∫∫ÊàøÈñìÁç®Á´ãË°õÊµ¥,Private Room,Michelle & Evelyn,26/06/2019,65,"Queens, Flushing",2019
24276183,** Foodies LOVE This Neighborhood?=>Authentic!!!,Entire Home/Apt,Veronica,26/06/2019,165,"Manhattan, East Harlem",2019
24276835,Brooklyn Flat in prime Carroll Gardens (Room),Private Room,John,13/03/2019,80,"Brooklyn, Carroll Gardens",2019
24278899,Fantastic studio in Chinatown/Lower East side,Entire Home/Apt,Nate,30/06/2019,100,"Manhattan, Chinatown",2019
24279693,THE BROOKLYN BLUE HOUSE 1.,Private Room,Giana,20/05/2019,54,"Brooklyn, Canarsie",2019
24279771,Gorgeous Times Square Flat!,Entire Home/Apt,Jowelle,29/05/2019,299,"Manhattan, Hell's Kitchen",2019
24281837,Beautiful one bedroom apartment center of Astoria,Entire Home/Apt,Barbara,12/03/2019,120,"Queens, Astoria",2019
24282429,#Awesome 2 BR Flat Times Square!,Entire Home/Apt,Jowelle,31/03/2019,299,"Manhattan, Hell's Kitchen",2019
24283298,Luxury Modern Sunny 1BR (Clinton Hill - BedStuy),Entire Home/Apt,Martin,04/01/2019,130,"Brooklyn, Bedford-Stuyvesant",2019
24284744,Bright & Beautiful Studio in Columbus Circle/HK!,Entire Home/Apt,Jacob,17/06/2019,225,"Manhattan, Hell's Kitchen",2019
24285044,Peaceful Room in UWS + sweet pets!,Private Room,Melissa,19/05/2019,95,"Manhattan, Upper West Side",2019
24285110,Large 4 bedrooms close to train. 15 m.to Manhattan,Entire Home/Apt,Lucky Day Realty Corp.,12/06/2019,288,"Queens, Rego Park",2019
24285869,Charming humble hideaway in LES,Entire Home/Apt,Eduardo,23/06/2019,149,"Manhattan, Lower East Side",2019
24286512,Gowanus Pad,Private Room,Kate,24/06/2019,95,"Brooklyn, Gowanus",2019
24286518,Large Bright Apt Near Brooklyn's Prospect Park,Entire Home/Apt,Marie,27/04/2019,150,"Brooklyn, Prospect-Lefferts Gardens",2019
24286851,"Sunny West Village 1BR: amazing location, spacious",Entire Home/Apt,Vicki,21/06/2019,200,"Manhattan, West Village",2019
24287062,Sally's hideaway,Entire Home/Apt,Aleksej,23/06/2019,150,"Queens, Woodside",2019
24287261,Sweet Spot In Manhattan NYC!,Entire Home/Apt,Lee,01/07/2019,175,"Manhattan, Harlem",2019
24287286,Spacious home next to JFK airport,Entire Home/Apt,Paul,07/07/2019,180,"Queens, Jamaica",2019
24287367,Come Explore The Bronx And 30 Mins to Manhattan,Private Room,Lawrence,22/05/2019,70,"Bronx, Concourse Village",2019
24287826,Superb Private Bedroom with Private Bath in UPS!,Private Room,Linda,19/06/2019,100,"Manhattan, Upper East Side",2019
24287857,Astoria Centeral Location,Private Room,Rafael,30/06/2019,79,"Queens, Astoria",2019
24287863,In the heart of NYC...,Private Room,Jose,28/06/2019,350,"Manhattan, Midtown",2019
24288869,Private Room+Beautiful Private Backyard Near City,Private Room,Brooklyn P,29/06/2019,75,"Queens, Ridgewood",2019
24289129,My Times Square Oasis,Entire Home/Apt,David,28/05/2019,235,"Manhattan, Hell's Kitchen",2019
24289567,Cozy room for easy traveler,Private Room,Jeerathinan,08/06/2019,50,"Queens, Elmhurst",2019
24300863,Tranquil Oasis in the Heart of Greenwich Village,Entire Home/Apt,Michelle,23/06/2019,250,"Manhattan, Greenwich Village",2019
24304515,Sunny Studio in East Village,Entire Home/Apt,Michael,24/06/2019,115,"Manhattan, East Village",2019
24304881,Bright Getaway Studio on the Hudson River,Entire Home/Apt,Kelly,04/07/2019,100,"Manhattan, Harlem",2019
24305035,Bright and cozy apartment Williamsburg,Entire Home/Apt,Eloise,21/04/2019,120,"Brooklyn, Williamsburg",2019
24305252,"The Architect‚Äôs Suite w/ Private Bath, Near Metro",Private Room,Felix,19/06/2019,65,"Bronx, Kingsbridge",2019
24305977,"The Sailors Perch Room in Private Home, Near Metro",Private Room,Felix,20/06/2019,79,"Bronx, Kingsbridge",2019
24306539,New Chic Designer's Bedroom,Private Room,Jackie,05/07/2019,89,"Manhattan, Lower East Side",2019
24307110,Sunny Lower East Side Sanctuary,Entire Home/Apt,Lucinda,06/07/2019,300,"Manhattan, Chinatown",2019
24307675,Luxury Apartment right on Union Square!,Entire Home/Apt,Brandon,30/06/2019,220,"Manhattan, East Village",2019
24308589,Stunning Central Park 1 bedroom,Entire Home/Apt,Stive Alexander,30/05/2019,265,"Manhattan, Upper West Side",2019
24308928,Richmond Hill 3 Bedroom apartment in Private home!,Entire Home/Apt,Tom,01/07/2019,300,"Queens, Richmond Hill",2019
24311790,Cozy Lower East Mainstay,Entire Home/Apt,Melissa,26/05/2019,150,"Manhattan, Lower East Side",2019
24312275,West Chelsea MINI,Entire Home/Apt,Karen,04/07/2019,150,"Manhattan, Chelsea",2019
24312987,Sunny Loft in Williamsburg 20mins into Manhattan!!,Private Room,Jimmy,28/06/2019,68,"Brooklyn, Greenpoint",2019
24313236,Private bedroom in the heart of the UWS #1,Private Room,Nina,02/07/2019,55,"Manhattan, Upper West Side",2019
24313434,Upper Westside luxury private bedroom 5W-3,Private Room,Nina,12/04/2019,70,"Manhattan, Upper West Side",2019
24313500,Stunning spacious study private bedroom #4,Private Room,Nina,30/06/2019,65,"Manhattan, Upper West Side",2019
24313537,Cozy & quiet 2 bedroom apt in a great location!,Entire Home/Apt,Gahee,23/06/2019,310,"Manhattan, East Village",2019
24313701,Fully renovated Studio.Beautiful  and comfortable.,Entire Home/Apt,Paul,24/04/2019,88,"Bronx, Wakefield",2019
24323953,Stylish NYC Art Loft '3',Private Room,Dave,21/06/2019,80,"Manhattan, East Harlem",2019
24324891,2 Bedroom Modern-Contempo Bright Apartment,Entire Home/Apt,Princess-Wynona,28/06/2019,130,"Brooklyn, Bedford-Stuyvesant",2019
24327546,Cozy & warm private studio apartment in Astoria,Entire Home/Apt,Amy,16/06/2019,100,"Queens, Ditmars Steinway",2019
24327950,Pleasant Residence,Entire Home/Apt,Aureo,03/06/2019,250,"Manhattan, East Harlem",2019
24330532,Private Loft Apartment,Entire Home/Apt,Allison,14/06/2019,200,"Queens, Long Island City",2019
24332080,Huge Bright Bedroom in Brooklyn Townhouse,Private Room,Eugenia,30/03/2019,54,"Brooklyn, Crown Heights",2019
24334422,"ROOM with a VIEW! 
LOCATION LOCATION!",Private Room,Ramiro & Jeff,19/05/2019,120,"Manhattan, Hell's Kitchen",2019
24335248,sweetheart studio,Private Room,Helen,03/07/2019,50,"Queens, Fresh Meadows",2019
24336051,"UWS Gem by Lincoln Center, Julliard & Central Park",Entire Home/Apt,Christine,22/01/2019,299,"Manhattan, Upper West Side",2019
24337254,COZY THREE BEDROOM APT NEAR JFK AIRPORT,Entire Home/Apt,Nydia,22/06/2019,138,"Queens, Richmond Hill",2019
24339196,‚Ä¢‚Ä¢Cozy Em‚Äôs place‚Ä¢‚Ä¢,Private Room,Siri,23/06/2019,42,"Queens, Jackson Heights",2019
24347151,Good Vibes private room,Private Room,Yohana,06/07/2019,85,"Brooklyn, Bedford-Stuyvesant",2019
24348078,Large and bright room 15 min away from Manhattan,Private Room,Adam,07/07/2019,74,"Queens, Astoria",2019
24348514,For All Classical Lover's 2,Private Room,Glory,01/03/2019,65,"Brooklyn, Sheepshead Bay",2019
24351450,"Eclectic 1BR in Brooklyn, Steps to nightlife!",Private Room,Meghan,06/05/2019,85,"Brooklyn, Bushwick",2019
24351719,LES 2 BR Penthouse New Construction,Entire Home/Apt,Dan,18/05/2019,975,"Manhattan, Lower East Side",2019
24352862,Brooklyn Museum of Art 2 Bedroom Gem!,Entire Home/Apt,Rose,09/06/2019,130,"Brooklyn, Crown Heights",2019
24352967,"Bed n Bath, 4 mins to 2,5,3,4 trains to Manhattan",Private Room,Sasha,02/01/2019,70,"Brooklyn, East Flatbush",2019
24355153,Rockaway Beach Escape - Beach/City Views,Entire Home/Apt,Welecia,24/03/2019,179,"Queens, Rockaway Beach",2019
24356663,Modern Clean beautiful 15min to center of NYC,Entire Home/Apt,Edward,14/04/2019,99,"Brooklyn, Bushwick",2019
24356861,COZY & BEAUTIFUL 1bdrm in Upper NYC,Entire Home/Apt,Erin,29/05/2019,125,"Manhattan, Washington Heights",2019
24357412,Cozy 1bdr in the heart of Upper East Side,Entire Home/Apt,Nodar,24/05/2019,170,"Manhattan, Upper East Side",2019
24357562,Cozy Apartment- Lower East Side near F/M/J/Z  :),Private Room,Justin,29/01/2019,89,"Manhattan, Lower East Side",2019
24359329,Gorgeous Room in Wburg!,Private Room,Guille,18/06/2019,80,"Brooklyn, Williamsburg",2019
24360039,Lovely Cozy Studio Upper East Side Manhattan,Entire Home/Apt,Lana,18/05/2019,168,"Manhattan, Upper East Side",2019
24366289,Art apartment,Entire Home/Apt,Dionyssios,21/06/2019,150,"Manhattan, Washington Heights",2019
24366897,Modern & Stylish 1 Bed Manhattan w/ Private Garden,Entire Home/Apt,Lee,03/03/2019,120,"Manhattan, Inwood",2019
24367577,Clinton Hill Dream House,Entire Home/Apt,Lauren & Chelsea,27/01/2019,190,"Brooklyn, Clinton Hill",2019
24369797,"2BR APARTMENT IN THE CITY, NEXT TO CENTRAL PARK!",Entire Home/Apt,Tiago,23/06/2019,195,"Manhattan, East Harlem",2019
24369857,The corner house,Entire Home/Apt,Phil,07/07/2019,112,"Brooklyn, Bedford-Stuyvesant",2019
24370001,Stunning Rare Garden Family Home w/Loft! #10303,Entire Home/Apt,Jamie,01/07/2019,450,"Manhattan, Harlem",2019
24372429,"Spacious, Charming 2BR Apt in Trendy Bushwick",Entire Home/Apt,Chris,06/07/2019,99,"Brooklyn, Bushwick",2019
24373602,"Bright, Charming Greenpoint Home-Away-From-Home",Entire Home/Apt,Courtney,08/03/2019,100,"Brooklyn, Greenpoint",2019
24373776,Spacious bedroom in Washington Heights,Private Room,Bree,06/07/2019,50,"Manhattan, Washington Heights",2019
24374428,Quiet two BEDROOM APT in MANHATTAN UPPER EAST SIDE,Entire Home/Apt,Dante,24/06/2019,220,"Manhattan, Roosevelt Island",2019
24374487,Lex place,Entire Home/Apt,Liron,24/06/2019,123,"Brooklyn, Bedford-Stuyvesant",2019
24376374,Welcome to YURT -- cozy room in East Village,Private Room,Kaptan,14/06/2019,120,"Manhattan, East Village",2019
24376945,Harlem Studio,Entire Home/Apt,Paula,19/06/2019,110,"Manhattan, Harlem",2019
24378358,NYC Time's Square Luxury Pent House Apartment,Entire Home/Apt,Marcus,28/05/2019,299,"Manhattan, Midtown",2019
24378513,Sunny Spacious Private Bedroom in Brooklyn,Private Room,Gabriel,24/06/2019,55,"Brooklyn, Prospect-Lefferts Gardens",2019
24379887,"SUITE- PRIVATE 1/2 BATH, 4 BEDS IN WILLIAMSBURG!!",Private Room,Ken And Andy,19/06/2019,130,"Brooklyn, Williamsburg",2019
24380794,Trendy Williamsburg! 1 block to subway (L).,Entire Home/Apt,Artem,21/06/2019,150,"Brooklyn, Williamsburg",2019
24387826,A Big Welcome from Lower East Side and Chinatown!,Private Room,Demi,29/04/2019,90,"Manhattan, Chinatown",2019
24391756,Sunny Apartment in Park Slope,Entire Home/Apt,Kimberly,08/07/2019,145,"Brooklyn, South Slope",2019
24392338,Amazing East Village Xtra Large Studio Apartment!,Entire Home/Apt,Joseph,04/07/2019,150,"Manhattan, East Village",2019
24392740,"Large room 20min time square, fast WiFi, AC, Desk",Private Room,Brandon,28/05/2019,60,"Manhattan, Harlem",2019
24393653,SPECIOUS ONE BEDROOM IN THE HEART OF  CHELSEA,Private Room,Maya,30/06/2019,190,"Manhattan, Chelsea",2019
24393933,"LINCOLN CENTER, FORDHAM, JUILLIARD SCOOL",Entire Home/Apt,Manhattan,05/01/2019,145,"Manhattan, Upper West Side",2019
24395202,Large Manhattan Suite,Private Room,Sandia,05/03/2019,50,"Manhattan, Inwood",2019
24397502,SUNNY ROOM IN WILLIAMSBURG - 1 BLOCK TO METRO!!,Private Room,Ken And Andy,23/06/2019,91,"Brooklyn, Williamsburg",2019
24397657,Brooklyn Townhouse Apartment in Trendy Bushwick.,Entire Home/Apt,Emily,20/06/2019,145,"Brooklyn, Bushwick",2019
24397824,Cozy private Bedroom in upper Manhattan!,Private Room,Isabelle,26/06/2019,100,"Manhattan, Morningside Heights",2019
24398725,Relaxing place for recharge energy,Private Room,Maria,27/06/2019,120,"Manhattan, Midtown",2019
24402527,Cozy Brooklyn Studio,Entire Home/Apt,Donna,09/06/2019,69,"Brooklyn, East Flatbush",2019
24403784,Clean and comfy bedroom in the waste free home.,Private Room,Dana,12/04/2019,50,"Queens, Ridgewood",2019
24405674,"""San-Para√≠so"" 80s curated Retro 3 Bedroom LES Pad",Private Room,Minh,01/07/2019,290,"Manhattan, Lower East Side",2019
24405962,For all classical lover's 4,Private Room,Glory,29/06/2019,50,"Brooklyn, Sheepshead Bay",2019
24408535,Penthouse duplex on Bowery with huge terrace.,Entire Home/Apt,Justin,23/06/2019,545,"Manhattan, East Village",2019
24408644,Spacious Apartment in Brooklyn,Entire Home/Apt,Olie,07/07/2019,200,"Brooklyn, Flatlands",2019
24412104,Cozy feel at home studio,Private Room,Maureen,30/06/2019,10,"Manhattan, Kips Bay",2019
24412681,Cozy SI den with multiple and easy access to NYC,Private Room,Lisa,30/05/2019,47,"Staten Island, Port Richmond",2019
24412825,Modern Super Clean Midtown Apt in the Heart of NYC,Entire Home/Apt,Tom,27/03/2019,175,"Manhattan, Upper East Side",2019
24413589,Peaceful place 10min. from Center of New York City,Private Room,Zamira,01/07/2019,75,"Queens, Long Island City",2019
24414462,Clean,Private Room,John,03/06/2019,45,"Brooklyn, East New York",2019
24421357,Private Clean Room near Yankee Stadium.,Private Room,Lois,02/07/2019,23,"Bronx, Morrisania",2019
24424607,"Next to Strawberry Fields, Central Park Manhattan",Private Room,Juan Carlos,30/06/2019,95,"Manhattan, Upper West Side",2019
24424840,‚óàHidden Midtown Gem‚óà Perfect 5-Star Stay!,Entire Home/Apt,Steven,01/07/2019,199,"Manhattan, Murray Hill",2019
24426631,Gem Of A Hideout With  Private Deck/Garden,Entire Home/Apt,Kelsey,02/01/2019,161,"Brooklyn, Williamsburg",2019
24428060,Sweet Home Away From Home,Private Room,Natasha,24/06/2019,65,"Brooklyn, Sheepshead Bay",2019
24428782,Quiet and Sunny room in the best part of Brooklyn,Private Room,Yumiko,05/07/2019,60,"Brooklyn, Greenpoint",2019
24428965,Modern & Spacious Apartment in Central Harlem,Entire Home/Apt,Diane & Brice,03/06/2019,165,"Manhattan, Harlem",2019
24430382,"HOTEL ROOM LIKE!!   WITH AFFORDABLE RATE!!  ""O""",Private Room,Viviana,22/06/2019,69,"Queens, Woodhaven",2019
24430667,Spacious bedroom in Beautiful Prospect Lefferts,Private Room,James,23/06/2019,100,"Brooklyn, Prospect-Lefferts Gardens",2019
24430682,Bedroom Casa Alvarez,Private Room,Maria,30/06/2019,89,"Brooklyn, Williamsburg",2019
24432069,"Private bathroom with balcony,15mins to Manhattan",Private Room,Kaka,19/06/2019,80,"Queens, Sunnyside",2019
24432539,"Front Big Private Room # 2, size 13x17, 3 Windows",Private Room,Masud,15/06/2019,37,"Brooklyn, Cypress Hills",2019
24432685,New nice bedrooms in 2 bedroom apt. 1R,Private Room,Gf,21/06/2019,40,"Brooklyn, East Flatbush",2019
24438437,Private Bedroom NYC 10 mins to Williamsburg,Private Room,Oscar,02/01/2019,60,"Queens, Ridgewood",2019
24438564,Chic one Bedroom apartment NYC,Entire Home/Apt,Oscar,30/06/2019,90,"Queens, Ridgewood",2019
24441912,"Private basement suite on Striver's Row, Harlem",Entire Home/Apt,Jake,05/07/2019,175,"Manhattan, Harlem",2019
24444586,Speakeasy Inn Bushwick Three,Private Room,Cristiano,03/06/2019,50,"Brooklyn, Bushwick",2019
24445770,Cozy Comfort in the Heart of Greenpoint Brooklyn,Entire Home/Apt,Edyta,03/06/2019,210,"Brooklyn, Greenpoint",2019
24445876,Shoot. Film. Sleep. Unique Loft Space in Brooklyn.,Entire Home/Apt,Home Studios,21/04/2019,350,"Brooklyn, Bedford-Stuyvesant",2019
24449621,fifth ave,Entire Home/Apt,Amit,14/06/2019,300,"Manhattan, Midtown",2019
24452770,Cozy Brooklyn Studio with lots of light,Entire Home/Apt,Armine,02/01/2019,125,"Brooklyn, Boerum Hill",2019
24453838,Williamsburg Apartment with Panoramic View/Rooftop,Entire Home/Apt,Ulker,29/06/2019,225,"Brooklyn, Williamsburg",2019
24454114,Walter‚Äôs place,Private Room,Mia,21/06/2019,90,"Queens, Flushing",2019
24455779,Chic & Cozy Brooklyn Apartment,Private Room,Nichole,06/07/2019,65,"Brooklyn, Bushwick",2019
24460450,The Cozy Apartment; limited time offer 10 off.,Entire Home/Apt,Rhonda,04/06/2019,125,"Brooklyn, Cypress Hills",2019
24465831,New Cozy Quite Studio with Huge Secluded Yard,Entire Home/Apt,Allie,24/05/2019,150,"Manhattan, Upper East Side",2019
24470373,Large Bedroom Apartment with a Private Bathroom,Entire Home/Apt,Paul,02/01/2019,299,"Manhattan, Upper East Side",2019
24472398,Sunny Apt/Park Slope Brooklyn 25 min. ride to city,Private Room,Chandtisse,24/06/2019,60,"Brooklyn, Gowanus",2019
24472562,"Perfect home by Prospect Park ,Brooklyn",Private Room,Dana,05/06/2019,59,"Brooklyn, Flatbush",2019
24473230,Beautifully designed + renovated 3 bedroom home,Entire Home/Apt,Shannon,02/07/2019,250,"Brooklyn, Kensington",2019
24473606,Perfect Sunny 1BR in the Treetops,Entire Home/Apt,Joe,23/05/2019,185,"Manhattan, NoHo",2019
24474325,25 min to midtown  Manhattan with 7 train.,Private Room,Serdar,02/06/2019,60,"Queens, Woodside",2019
24475318,Wall Street Luxuriuos apartment Financial District,Private Room,Tina,07/07/2019,139,"Manhattan, Financial District",2019
24475331,New condo-City view-Balcony&elevator,Private Room,Ha,30/06/2019,80,"Manhattan, Chinatown",2019
24476209,Inexpensive Private Room with NYC / SIUH Access #2,Private Room,Amarjit S,26/03/2019,33,"Staten Island, Arrochar",2019
24477757,Large Private Room in a Magnificent Penthouse NYC2,Private Room,Tomás,27/06/2019,89,"Manhattan, East Village",2019
24479063,"HOTEL ROOM LIKE!!!  WITH AFFORDABLE RATE!!!    ""A""",Private Room,Viviana,24/06/2019,69,"Queens, Woodhaven",2019
24489174,"Comfortable,Spacious,clean Private Room",Private Room,June,23/06/2019,68,"Manhattan, East Harlem",2019
24491178,SoHo 1 Bedroom,Entire Home/Apt,John,21/06/2019,185,"Manhattan, SoHo",2019
24491450,Greenpoint Delight,Entire Home/Apt,Caroline,23/06/2019,100,"Brooklyn, Greenpoint",2019
24491624,"43rd Street=TIME SQUARE
PRIVATE BEDROOM",Private Room,Taz,04/07/2019,116,"Manhattan, Hell's Kitchen",2019
24492814,Cozy apartment in Williamsburg,Entire Home/Apt,Brad,30/06/2019,140,"Brooklyn, Williamsburg",2019
24493475,"Enjoy Cozy, Quiet, Safe & Convenient Living in NYC",Entire Home/Apt,Chi,13/04/2019,99,"Brooklyn, Bensonhurst",2019
24493940,Private Bedroom with En Suite Bath on Central Park,Private Room,Keenan & Emily,12/06/2019,90,"Manhattan, Upper West Side",2019
24495605,Brooklyn Art Residence,Entire Home/Apt,Lara,05/05/2019,200,"Brooklyn, Bushwick",2019
24497080,Corporate Studio Midtown East,Entire Home/Apt,Corporate Housing,14/05/2019,125,"Manhattan, Midtown",2019
24497202,Brand New apt heart of Manhattan,Entire Home/Apt,Corporate Housing,14/06/2019,125,"Manhattan, Kips Bay",2019
24497265,Brand New Executive Studio,Entire Home/Apt,Corporate Housing,31/05/2019,125,"Manhattan, Murray Hill",2019
24498097,Sweet Home Away From Home,Private Room,Natasha,23/06/2019,65,"Brooklyn, Sheepshead Bay",2019
24498872,Charming Upper West Studio,Entire Home/Apt,Jared,14/05/2019,85,"Manhattan, Upper West Side",2019
24508874,"HOTEL ROOM LIKE!!!   WITH AFFORDABLE RATE!!!   ""P""",Private Room,Viviana,22/06/2019,89,"Queens, Woodhaven",2019
24510046,NYC with a view,Entire Home/Apt,Chris,19/05/2019,300,"Manhattan, Hell's Kitchen",2019
24512493,"Private room at Roselle, in the Bronx",Private Room,Massiel,15/06/2019,65,"Bronx, Westchester Square",2019
24515198,Sunny bedroom in a designer apartment,Private Room,Swann,03/07/2019,75,"Queens, Sunnyside",2019
24515524,Affordable Modern/Luxury 2 Bedroom Apt,Entire Home/Apt,Gesner,21/06/2019,145,"Brooklyn, Bedford-Stuyvesant",2019
24520702,One Bedroom Apartment in Greenpoint,Entire Home/Apt,Lindsey,12/05/2019,200,"Brooklyn, Greenpoint",2019
24521630,THE PONDEROSA PALACE,Entire Home/Apt,B,25/06/2019,235,"Manhattan, Hell's Kitchen",2019
24524252,Private Modern Studio in heart of Flatbush,Entire Home/Apt,Ely,27/05/2019,75,"Brooklyn, Midwood",2019
24525249,Sunny Room in heart of hippest Manhattan 'hood,Private Room,George,16/06/2019,60,"Manhattan, Lower East Side",2019
24525290,Paradise in New York City,Entire Home/Apt,Shama,06/07/2019,247,"Manhattan, Harlem",2019
24525356,Cozy Brooklyn Greenpoint Apt.15 min to Manhattan,Entire Home/Apt,Alfredo,06/07/2019,295,"Brooklyn, Greenpoint",2019
24525886,Comfy Room with Private Insuite Bathroom,Private Room,Diana,24/06/2019,80,"Brooklyn, Bedford-Stuyvesant",2019
24526035,"HOTEL ROOM LIKE!!  WITH AFFORDABLE RATE!!   ""R""",Private Room,Viviana,10/06/2019,99,"Queens, Woodhaven",2019
24535740,TV-PHOTO-FILM-CINEMA-ART GALLERY-MUSIC STUDIO-LOFT,Entire Home/Apt,David & Javier,27/04/2019,1000,"Brooklyn, Williamsburg",2019
24537187,Sonder | The Biltmore | Quaint Studio + Rooftop,Entire Home/Apt,Sonder,23/05/2019,145,"Manhattan, Financial District",2019
24537860,Sonder | Hanover Square | Modern 1BR + Rooftop,Entire Home/Apt,Sonder,30/04/2019,209,"Manhattan, Financial District",2019
24538208,Comfortable Studio Apt in Heart of East Village,Entire Home/Apt,Ben,22/05/2019,101,"Manhattan, East Village",2019
24539281,"43rd Street ‚ÄúTIME SQUARE‚Äù
Single bed.",Shared Room,Taz,23/06/2019,65,"Manhattan, Hell's Kitchen",2019
24540842,High End Hilton Club in midtown Manhattan,Entire Home/Apt,Armstrong,17/04/2019,250,"Manhattan, Midtown",2019
24541125,98th St. FULL apt with positive energy!,Entire Home/Apt,Samara,24/04/2019,140,"Manhattan, East Harlem",2019
24541153,Summer escape in Brighton Beach,Entire Home/Apt,Elena,17/05/2019,110,"Brooklyn, Brighton Beach",2019
24541262,Luxury apartment in the center of Manhattan,Entire Home/Apt,Paul,27/02/2019,200,"Manhattan, Murray Hill",2019
